time,open,high,low,close
2020-01-09T01:00:00-05:00,0.8964,0.89668,0.89592,0.89667
2020-01-09T02:00:00-05:00,0.89667,0.89679,0.89625,0.8963
2020-01-09T03:00:00-05:00,0.8963,0.89645,0.89536,0.8954
2020-01-09T04:00:00-05:00,0.8954,0.89564,0.8948,0.89536
2020-01-09T05:00:00-05:00,0.89536,0.89578,0.89504,0.89563
2020-01-09T06:00:00-05:00,0.89563,0.89612,0.89512,0.89512
2020-01-09T07:00:00-05:00,0.89512,0.8958,0.8949,0.89548
2020-01-09T08:00:00-05:00,0.89548,0.89696,0.89532,0.89632
2020-01-09T09:00:00-05:00,0.89632,0.89725,0.89584,0.89696
2020-01-09T10:00:00-05:00,0.89696,0.89814,0.89627,0.89766
2020-01-09T11:00:00-05:00,0.89766,0.8978,0.89682,0.89754
2020-01-09T12:00:00-05:00,0.89754,0.89774,0.89679,0.89689
2020-01-09T13:00:00-05:00,0.89689,0.8974,0.89616,0.89634
2020-01-09T14:00:00-05:00,0.89634,0.89656,0.89586,0.8961
2020-01-09T15:00:00-05:00,0.8961,0.89618,0.89534,0.89593
2020-01-09T16:00:00-05:00,0.89593,0.89614,0.89518,0.89538
2020-01-09T17:00:00-05:00,0.89538,0.8956,0.89492,0.89506
2020-01-09T18:00:00-05:00,0.89506,0.89552,0.89498,0.89532
2020-01-09T19:00:00-05:00,0.89532,0.89782,0.89524,0.8962
2020-01-09T20:00:00-05:00,0.8962,0.89676,0.89554,0.89564
2020-01-09T21:00:00-05:00,0.89564,0.8965,0.89542,0.89646
2020-01-09T22:00:00-05:00,0.89646,0.89744,0.89624,0.89744
2020-01-09T23:00:00-05:00,0.89744,0.89831,0.89731,0.89776
2020-01-10T00:00:00-05:00,0.89776,0.89864,0.89754,0.89842
2020-01-10T01:00:00-05:00,0.89842,0.89877,0.89806,0.89809
2020-01-10T02:00:00-05:00,0.89809,0.89829,0.89716,0.89828
2020-01-10T03:00:00-05:00,0.89828,0.89862,0.8979,0.89832
2020-01-10T04:00:00-05:00,0.89832,0.89896,0.89812,0.89879
2020-01-10T05:00:00-05:00,0.89879,0.89923,0.89864,0.89922
2020-01-10T06:00:00-05:00,0.89922,0.90003,0.89908,0.89966
2020-01-10T07:00:00-05:00,0.89966,0.89968,0.89834,0.89835
2020-01-10T08:00:00-05:00,0.89835,0.89906,0.89671,0.8972
2020-01-10T09:00:00-05:00,0.8972,0.8989,0.89678,0.89868
2020-01-10T10:00:00-05:00,0.89868,0.90148,0.8984,0.90128
2020-01-10T11:00:00-05:00,0.90128,0.9013,0.90006,0.90082
2020-01-10T12:00:00-05:00,0.90082,0.9018,0.90038,0.90098
2020-01-10T13:00:00-05:00,0.90098,0.90128,0.9009,0.90128
2020-01-10T14:00:00-05:00,0.90128,0.90239,0.90121,0.90236
2020-01-10T15:00:00-05:00,0.90236,0.90248,0.90176,0.90204
2020-01-10T16:00:00-05:00,0.90204,0.9021,0.90056,0.90068
2020-01-12T17:00:00-05:00,0.90068,0.90113,0.9003,0.90058
2020-01-12T18:00:00-05:00,0.90058,0.90214,0.90056,0.90163
2020-01-12T19:00:00-05:00,0.90163,0.90192,0.90122,0.90182
2020-01-12T20:00:00-05:00,0.90182,0.90266,0.90162,0.90249
2020-01-12T21:00:00-05:00,0.90249,0.9026,0.90198,0.90258
2020-01-12T22:00:00-05:00,0.90258,0.90312,0.90228,0.90236
2020-01-12T23:00:00-05:00,0.90236,0.90259,0.90203,0.90203
2020-01-13T00:00:00-05:00,0.90203,0.90272,0.902,0.90244
2020-01-13T01:00:00-05:00,0.90244,0.90266,0.902,0.90254
2020-01-13T02:00:00-05:00,0.90254,0.90328,0.90233,0.90318
2020-01-13T03:00:00-05:00,0.90318,0.90326,0.90201,0.90218
2020-01-13T04:00:00-05:00,0.90218,0.90252,0.90166,0.90181
2020-01-13T05:00:00-05:00,0.90181,0.9019,0.90057,0.90094
2020-01-13T06:00:00-05:00,0.90094,0.90134,0.90071,0.90122
2020-01-13T07:00:00-05:00,0.90122,0.90128,0.9002,0.9002
2020-01-13T08:00:00-05:00,0.9002,0.90116,0.90008,0.90098
2020-01-13T09:00:00-05:00,0.90098,0.90118,0.90004,0.90052
2020-01-13T10:00:00-05:00,0.90052,0.9017,0.9002,0.90121
2020-01-13T11:00:00-05:00,0.90121,0.90258,0.90118,0.90173
2020-01-13T12:00:00-05:00,0.90173,0.90214,0.90158,0.90194
2020-01-13T13:00:00-05:00,0.90194,0.90233,0.90158,0.90158
2020-01-13T14:00:00-05:00,0.90158,0.90176,0.90096,0.90102
2020-01-13T15:00:00-05:00,0.90102,0.90196,0.90099,0.90174
2020-01-13T16:00:00-05:00,0.90174,0.90191,0.90118,0.90134
2020-01-13T17:00:00-05:00,0.90134,0.90184,0.90098,0.9011
2020-01-13T18:00:00-05:00,0.9011,0.90118,0.9005,0.90056
2020-01-13T19:00:00-05:00,0.90056,0.90165,0.90052,0.90123
2020-01-13T20:00:00-05:00,0.90123,0.9013,0.89938,0.8998
2020-01-13T21:00:00-05:00,0.8998,0.90063,0.89964,0.90035
2020-01-13T22:00:00-05:00,0.90035,0.90112,0.89992,0.9009
2020-01-13T23:00:00-05:00,0.9009,0.90154,0.90078,0.90111
2020-01-14T00:00:00-05:00,0.90111,0.90116,0.9006,0.90076
2020-01-14T01:00:00-05:00,0.90076,0.9015,0.90073,0.90131
2020-01-14T02:00:00-05:00,0.90131,0.90226,0.90121,0.90226
2020-01-14T03:00:00-05:00,0.90226,0.90291,0.90108,0.90131
2020-01-14T04:00:00-05:00,0.90131,0.90206,0.90119,0.90206
2020-01-14T05:00:00-05:00,0.90206,0.90208,0.90124,0.90175
2020-01-14T06:00:00-05:00,0.90175,0.90254,0.9015,0.90216
2020-01-14T07:00:00-05:00,0.90216,0.90238,0.90116,0.90148
2020-01-14T08:00:00-05:00,0.90148,0.90248,0.90133,0.90244
2020-01-14T09:00:00-05:00,0.90244,0.90277,0.90199,0.90236
2020-01-14T10:00:00-05:00,0.90236,0.90246,0.9014,0.90168
2020-01-14T11:00:00-05:00,0.90168,0.90211,0.9013,0.90147
2020-01-14T12:00:00-05:00,0.90147,0.90174,0.90099,0.9011
2020-01-14T13:00:00-05:00,0.9011,0.90134,0.90052,0.90098
2020-01-14T14:00:00-05:00,0.90098,0.90146,0.90077,0.90139
2020-01-14T15:00:00-05:00,0.90139,0.90202,0.90136,0.9018
2020-01-14T16:00:00-05:00,0.9018,0.90216,0.90152,0.90162
2020-01-14T17:00:00-05:00,0.90162,0.90176,0.90109,0.90121
2020-01-14T18:00:00-05:00,0.90121,0.9016,0.90062,0.90104
2020-01-14T19:00:00-05:00,0.90104,0.90136,0.9005,0.90096
2020-01-14T20:00:00-05:00,0.90096,0.90192,0.90094,0.90152
2020-01-14T21:00:00-05:00,0.90152,0.90179,0.90088,0.90121
2020-01-14T22:00:00-05:00,0.90121,0.90136,0.90048,0.90072
2020-01-14T23:00:00-05:00,0.90072,0.90102,0.90054,0.90075
2020-01-15T00:00:00-05:00,0.90075,0.90085,0.9003,0.90075
2020-01-15T01:00:00-05:00,0.90075,0.90122,0.9006,0.9009
2020-01-15T02:00:00-05:00,0.9009,0.90108,0.90035,0.90049
2020-01-15T03:00:00-05:00,0.90049,0.9006,0.89948,0.90003
2020-01-15T04:00:00-05:00,0.90003,0.90115,0.89998,0.90062
2020-01-15T05:00:00-05:00,0.90062,0.90112,0.9005,0.90098
2020-01-15T06:00:00-05:00,0.90098,0.90138,0.90055,0.90078
2020-01-15T07:00:00-05:00,0.90078,0.90106,0.90026,0.90032
2020-01-15T08:00:00-05:00,0.90032,0.9005,0.89914,0.89998
2020-01-15T09:00:00-05:00,0.89998,0.90088,0.8996,0.89998
2020-01-15T10:00:00-05:00,0.89998,0.90086,0.8993,0.90086
2020-01-15T11:00:00-05:00,0.90086,0.90161,0.9005,0.90108
2020-01-15T12:00:00-05:00,0.90108,0.90168,0.90085,0.9009
2020-01-15T13:00:00-05:00,0.9009,0.90116,0.90054,0.90092
2020-01-15T14:00:00-05:00,0.90092,0.901,0.90018,0.90021
2020-01-15T15:00:00-05:00,0.90021,0.90087,0.9002,0.90084
2020-01-15T16:00:00-05:00,0.90084,0.90098,0.90055,0.90078
2020-01-15T17:00:00-05:00,0.90078,0.90106,0.90034,0.90038
2020-01-15T18:00:00-05:00,0.90038,0.90078,0.90026,0.90074
2020-01-15T19:00:00-05:00,0.90074,0.90199,0.9007,0.90174
2020-01-15T20:00:00-05:00,0.90174,0.90196,0.90093,0.90133
2020-01-15T21:00:00-05:00,0.90133,0.9015,0.90076,0.90118
2020-01-15T22:00:00-05:00,0.90118,0.90132,0.90044,0.9008
2020-01-15T23:00:00-05:00,0.9008,0.90124,0.90058,0.90083
2020-01-16T00:00:00-05:00,0.90083,0.90108,0.9008,0.90106
2020-01-16T01:00:00-05:00,0.90106,0.90108,0.90068,0.90095
2020-01-16T02:00:00-05:00,0.90095,0.9011,0.90038,0.90072
2020-01-16T03:00:00-05:00,0.90072,0.90178,0.90064,0.90138
2020-01-16T04:00:00-05:00,0.90138,0.90206,0.90118,0.90196
2020-01-16T05:00:00-05:00,0.90196,0.90226,0.90184,0.90209
2020-01-16T06:00:00-05:00,0.90209,0.90324,0.90208,0.9031
2020-01-16T07:00:00-05:00,0.9031,0.90341,0.90275,0.90334
2020-01-16T08:00:00-05:00,0.90334,0.90388,0.90267,0.90288
2020-01-16T09:00:00-05:00,0.90288,0.90334,0.90154,0.90164
2020-01-16T10:00:00-05:00,0.90164,0.90178,0.8994,0.89969
2020-01-16T11:00:00-05:00,0.89969,0.89996,0.89901,0.89928
2020-01-16T12:00:00-05:00,0.89928,0.89948,0.89815,0.89888
2020-01-16T13:00:00-05:00,0.89888,0.89956,0.89886,0.8995
2020-01-16T14:00:00-05:00,0.8995,0.89974,0.89928,0.89951
2020-01-16T15:00:00-05:00,0.89951,0.90007,0.89937,0.89976
2020-01-16T16:00:00-05:00,0.89976,0.90012,0.89937,0.89956
2020-01-16T17:00:00-05:00,0.89956,0.89993,0.89943,0.89955
2020-01-16T18:00:00-05:00,0.89955,0.8997,0.89938,0.89968
2020-01-16T19:00:00-05:00,0.89968,0.89968,0.8988,0.89948
2020-01-16T20:00:00-05:00,0.89948,0.89954,0.89844,0.8993
2020-01-16T21:00:00-05:00,0.8993,0.90054,0.89922,0.89941
2020-01-16T22:00:00-05:00,0.89941,0.89976,0.89926,0.89944
2020-01-16T23:00:00-05:00,0.89944,0.8999,0.89934,0.89975
2020-01-17T00:00:00-05:00,0.89975,0.90025,0.89968,0.90016
2020-01-17T01:00:00-05:00,0.90016,0.90053,0.89988,0.90042
2020-01-17T02:00:00-05:00,0.90042,0.90078,0.90028,0.9005
2020-01-17T03:00:00-05:00,0.9005,0.90086,0.90022,0.90049
2020-01-17T04:00:00-05:00,0.90049,0.90125,0.90013,0.901
2020-01-17T05:00:00-05:00,0.901,0.90122,0.89992,0.90008
2020-01-17T06:00:00-05:00,0.90008,0.9003,0.89938,0.90021
2020-01-17T07:00:00-05:00,0.90021,0.90047,0.89944,0.8996
2020-01-17T08:00:00-05:00,0.8996,0.89977,0.89872,0.89886
2020-01-17T09:00:00-05:00,0.89886,0.89952,0.89818,0.89934
2020-01-17T10:00:00-05:00,0.89934,0.89944,0.89784,0.89838
2020-01-17T11:00:00-05:00,0.89838,0.89934,0.89832,0.89904
2020-01-17T12:00:00-05:00,0.89904,0.89916,0.89848,0.89881
2020-01-17T13:00:00-05:00,0.89881,0.89886,0.89837,0.89854
2020-01-17T14:00:00-05:00,0.89854,0.8988,0.89832,0.89832
2020-01-17T15:00:00-05:00,0.89832,0.89866,0.89827,0.89858
2020-01-17T16:00:00-05:00,0.89858,0.89876,0.898,0.89821
2020-01-19T17:00:00-05:00,0.89821,0.89848,0.89762,0.89836
2020-01-19T18:00:00-05:00,0.89836,0.89914,0.89829,0.89904
2020-01-19T19:00:00-05:00,0.89904,0.8992,0.89863,0.89872
2020-01-19T20:00:00-05:00,0.89872,0.89927,0.89866,0.8992
2020-01-19T21:00:00-05:00,0.8992,0.89959,0.89906,0.89908
2020-01-19T22:00:00-05:00,0.89908,0.8995,0.89908,0.89932
2020-01-19T23:00:00-05:00,0.89932,0.89948,0.89916,0.89924
2020-01-20T00:00:00-05:00,0.89924,0.89972,0.89914,0.89948
2020-01-20T01:00:00-05:00,0.89948,0.89961,0.89908,0.89937
2020-01-20T02:00:00-05:00,0.89937,0.89942,0.89843,0.89852
2020-01-20T03:00:00-05:00,0.89852,0.89864,0.8979,0.89828
2020-01-20T04:00:00-05:00,0.89828,0.89836,0.89755,0.89774
2020-01-20T05:00:00-05:00,0.89774,0.89778,0.89694,0.89694
2020-01-20T06:00:00-05:00,0.89694,0.89746,0.89687,0.89715
2020-01-20T07:00:00-05:00,0.89715,0.89724,0.89654,0.89704
2020-01-20T08:00:00-05:00,0.89704,0.89704,0.89617,0.89635
2020-01-20T09:00:00-05:00,0.89635,0.89676,0.89577,0.89577
2020-01-20T10:00:00-05:00,0.89577,0.89677,0.89547,0.89663
2020-01-20T11:00:00-05:00,0.89663,0.89702,0.89638,0.8964
2020-01-20T12:00:00-05:00,0.8964,0.89674,0.89624,0.8966
2020-01-20T13:00:00-05:00,0.8966,0.8967,0.89597,0.89658
2020-01-20T14:00:00-05:00,0.89658,0.8969,0.89622,0.89663
2020-01-20T15:00:00-05:00,0.89663,0.89706,0.8964,0.89682
2020-01-20T16:00:00-05:00,0.89682,0.89733,0.89664,0.89678
2020-01-20T17:00:00-05:00,0.89678,0.89723,0.89663,0.89668
2020-01-20T18:00:00-05:00,0.89668,0.8973,0.89665,0.897
2020-01-20T19:00:00-05:00,0.897,0.89772,0.89688,0.89698
2020-01-20T20:00:00-05:00,0.89698,0.89701,0.89532,0.89567
2020-01-20T21:00:00-05:00,0.89567,0.8961,0.8951,0.89565
2020-01-20T22:00:00-05:00,0.89565,0.8966,0.89565,0.89634
2020-01-20T23:00:00-05:00,0.89634,0.8964,0.89562,0.89628
2020-01-21T00:00:00-05:00,0.89628,0.8964,0.896,0.896
2020-01-21T01:00:00-05:00,0.896,0.8968,0.89582,0.89583
2020-01-21T02:00:00-05:00,0.89583,0.89631,0.89567,0.89616
2020-01-21T03:00:00-05:00,0.89616,0.89624,0.89495,0.89594
2020-01-21T04:00:00-05:00,0.89594,0.89613,0.89546,0.89604
2020-01-21T05:00:00-05:00,0.89604,0.89633,0.89576,0.89616
2020-01-21T06:00:00-05:00,0.89616,0.8972,0.89603,0.89694
2020-01-21T07:00:00-05:00,0.89694,0.89709,0.8965,0.8967
2020-01-21T08:00:00-05:00,0.8967,0.89792,0.89668,0.89721
2020-01-21T09:00:00-05:00,0.89721,0.89722,0.89599,0.89626
2020-01-21T10:00:00-05:00,0.89626,0.89651,0.8956,0.89612
2020-01-21T11:00:00-05:00,0.89612,0.89652,0.89545,0.89557
2020-01-21T12:00:00-05:00,0.89557,0.8956,0.89524,0.8955
2020-01-21T13:00:00-05:00,0.8955,0.89556,0.89494,0.8952
2020-01-21T14:00:00-05:00,0.8952,0.89547,0.89468,0.89474
2020-01-21T15:00:00-05:00,0.89474,0.89534,0.89467,0.89518
2020-01-21T16:00:00-05:00,0.89518,0.8952,0.89458,0.89472
2020-01-21T17:00:00-05:00,0.89472,0.8951,0.89454,0.8946
2020-01-21T18:00:00-05:00,0.8946,0.8953,0.8945,0.89526
2020-01-21T19:00:00-05:00,0.89526,0.89528,0.89392,0.89451
2020-01-21T20:00:00-05:00,0.89451,0.89491,0.89367,0.89432
2020-01-21T21:00:00-05:00,0.89432,0.89565,0.8942,0.89548
2020-01-21T22:00:00-05:00,0.89548,0.89551,0.89505,0.89526
2020-01-21T23:00:00-05:00,0.89526,0.89547,0.89459,0.89478
2020-01-22T00:00:00-05:00,0.89478,0.89518,0.89478,0.89502
2020-01-22T01:00:00-05:00,0.89502,0.8951,0.89448,0.89478
2020-01-22T02:00:00-05:00,0.89478,0.89479,0.89416,0.89444
2020-01-22T03:00:00-05:00,0.89444,0.89452,0.8939,0.89406
2020-01-22T04:00:00-05:00,0.89406,0.89448,0.89341,0.89428
2020-01-22T05:00:00-05:00,0.89428,0.89454,0.89404,0.89444
2020-01-22T06:00:00-05:00,0.89444,0.89462,0.8941,0.89435
2020-01-22T07:00:00-05:00,0.89435,0.89475,0.89418,0.89418
2020-01-22T08:00:00-05:00,0.89418,0.89442,0.89348,0.8935
2020-01-22T09:00:00-05:00,0.8935,0.8943,0.8932,0.89404
2020-01-22T10:00:00-05:00,0.89404,0.89902,0.89404,0.89713
2020-01-22T11:00:00-05:00,0.89713,0.89865,0.89606,0.89784
2020-01-22T12:00:00-05:00,0.89784,0.8994,0.89768,0.89934
2020-01-22T13:00:00-05:00,0.89934,0.89944,0.89868,0.8991
2020-01-22T14:00:00-05:00,0.8991,0.89976,0.899,0.8993
2020-01-22T15:00:00-05:00,0.8993,0.89944,0.8989,0.89916
2020-01-22T16:00:00-05:00,0.89916,0.8993,0.89876,0.89892
2020-01-22T17:00:00-05:00,0.89892,0.8995,0.89873,0.89883
2020-01-22T18:00:00-05:00,0.89883,0.89952,0.89875,0.89914
2020-01-22T19:00:00-05:00,0.89914,0.90488,0.89912,0.9039
2020-01-22T20:00:00-05:00,0.9039,0.9045,0.9031,0.904
2020-01-22T21:00:00-05:00,0.904,0.9049,0.90388,0.90469
2020-01-22T22:00:00-05:00,0.90469,0.90496,0.90432,0.90432
2020-01-22T23:00:00-05:00,0.90432,0.90453,0.90397,0.90405
2020-01-23T00:00:00-05:00,0.90405,0.90406,0.90298,0.90334
2020-01-23T01:00:00-05:00,0.90334,0.90379,0.90311,0.90348
2020-01-23T02:00:00-05:00,0.90348,0.9049,0.90336,0.90432
2020-01-23T03:00:00-05:00,0.90432,0.90491,0.90394,0.90406
2020-01-23T04:00:00-05:00,0.90406,0.9045,0.90395,0.9044
2020-01-23T05:00:00-05:00,0.9044,0.90456,0.90412,0.9043
2020-01-23T06:00:00-05:00,0.9043,0.90436,0.90337,0.90359
2020-01-23T07:00:00-05:00,0.90359,0.90436,0.90346,0.90418
2020-01-23T08:00:00-05:00,0.90418,0.90468,0.9035,0.90368
2020-01-23T09:00:00-05:00,0.90368,0.90395,0.90204,0.90222
2020-01-23T10:00:00-05:00,0.90222,0.90225,0.89998,0.90028
